Genus,Family,Order,HybProp,Hyb_Ratio,perc_per,perc_wood,perc_ag,floral_symm,mating_system,repro_syndrome,pollination_syndrome,RedList,tavg,C_value,CV_C_value
Brodiaea,Asparagaceae,Asparagales,1.098901099,0.071428571,1,0,0,.,.,.,.,.,.,.,.
Bromopsis,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,.,.
Bromus,Poaceae,Poales,0.031735957,0.02173913,0.317391304,0,0.074314214,.,1,0.880952381,0,.,0.0185,8.390131579,32.17300086
Bryonia,Cucurbitaceae,Cucurbitales,0,0,1,0,0.024852071,.,0.75,1,1,.,.,2.158,24.71426572
Buddleja,Scrophulariaceae,Lamiales,1.098901099,0.071428571,1,1,0.001764706,0,1,1,1,2.6,0.93,1.246666667,27.43581311
Bufonia,Caryophyllaceae,Caryophyllales,0,0,0.714285714,0,0.001818182,.,.,.,1,.,.,.,.
Buglossoides,Boraginaceae,Boraginales,0,0,0.428571429,0,0.001824818,.,1,0.5,1,.,.,.,.
Bulbine,Xanthorrhoeaceae,Asparagales,0,0,0.666666667,0,0,0,.,.,1,0,.,16.40846154,33.7347424
Bulbocodium,Colchicaceae,Liliales,0,0,1,0,0,.,.,.,.,.,.,.,.
Bulbostylis,Cyperaceae,Poales,0,0,1,0,0.00045977,.,.,.,0,.,.,.,.
Bunias,Brassicaceae,Brassicales,0,0,0.166666667,0,0.00485306,.,1,0.75,1,.,.,2.39,11.08929142
Bunium,Apiaceae,Apiales,0,0,1,0,0.003968254,.,1,1,1,.,.,.,.
Buphthalmum,Asteraceae,Asterales,0,0,1,0,0.00210989,.,1,0.5,1,.,.,2.45,0
Bupleurum,Apiaceae,Apiales,0,0,0.414893617,0.14893617,0.003968254,.,1,0.857142857,1,4,.,2.491666667,34.02759147
Bursaria,Pittosporaceae,Apiales,0,0,1,1,0.005,.,.,.,.,.,.,.,.
Buxus,Buxaceae,Buxales,0,0,1,1,0,.,1,1,1,2,.,1.115,38.68476561
Cacalia,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,1,.,.,.,.
Cachrys,Apiaceae,Apiales,0,0,1,0,0.003968254,.,.,.,.,.,.,.,.
Caesalpinia,Fabaceae,Fabales,0,0,1,0.8,0.096494845,1,.,.,1,1.833333333,.,1.55,39.63937331
Caesia,Xanthorrhoeaceae,Asparagales,0,0,1,0,0,0,.,.,.,.,.,.,.
Cakile,Brassicaceae,Brassicales,0,0,0,0,0.00485306,.,1,1,1,.,.,0.68,.
Caladenia,Orchidaceae,Asparagales,0.54446461,0.155172414,1,0,0,.,.,.,.,.,.,.,.
Calamagrostis,Poaceae,Poales,1.341463415,0.268292683,1,0,0.074314214,.,0.9375,0.5,0,2,0.929,5.74375,26.76071151
Calamintha,Lamiaceae,Lamiales,0,0,1,0,0.004320557,.,.,.,.,.,.,.,.
Calamovilfa,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,.,.
Calandrinia,Montiaceae,Caryophyllales,0,0,0.05,0,0,.,.,.,1,1,.,1.07,.
Caleana,Orchidaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,.,.
Calendula,Asteraceae,Asterales,1.818181818,0.090909091,0.181818182,0,0.00210989,.,1,1,1,4,.,.,.
Calicotome,Fabaceae,Fabales,0,0,1,1,0.096494845,.,.,.,1,.,.,.,.
Callianthemum,Ranunculaceae,Ranunculales,0,0,1,0,0,.,.,.,.,.,.,.,.
Callirhoe,Malvaceae,Malvales,0,0,0.8,0,0.006153846,.,.,.,.,.,.,.,.
Callistemon,Myrtaceae,Myrtales,0,0,1,1,0.003243243,0,.,.,.,.,.,1.15,31.9616973
Callitriche,Plantaginaceae,Lamiales,0,0,0.196428571,0,0.005925926,.,1,0.444444444,0,0,.,2.298461538,56.74045044
Callitris,Cupressaceae,Pinophyta,0,0,1,1,0.007142857,.,.,.,0,0.933333333,.,9.7,10.0900224
Calocephalus,Asteraceae,Asterales,0,0,0.666666667,0,0.00210989,.,.,.,.,.,.,.,.
Calochilus,Orchidaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,.,.
Calochortus,Liliaceae,Liliales,0.134680135,0.036363636,1,0,0,.,.,.,.,.,.,5.35,.
Calotis,Asteraceae,Asterales,0,0,0.833333333,0,0.00210989,.,.,.,1,.,.,.,.
Calycadenia,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,.,.,.,1.48,.
Calycoseris,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,.,.,.,.,.
Calylophus,Onagraceae,Myrtales,0,0,1,0,0.001538462,.,.,.,.,.,.,.,.
Calyptridium,Montiaceae,Caryophyllales,1.282051282,0.076923077,0.307692308,0,0,.,.,.,.,.,.,.,.
Calystegia,Convolvulaceae,Solanales,1.176470588,0.2,1,0.057142857,0.044375,.,1,0.5,1,.,.,0.8,.
Calytrix,Myrtaceae,Myrtales,0,0,1,1,0.003243243,.,.,.,.,.,.,.,.
Camassia,Asparagaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,2.575,5.565289281
Camelina,Brassicaceae,Brassicales,0,0,0,0,0.00485306,.,1,1,1,.,.,.,.
Camissonia,Onagraceae,Myrtales,0.699300699,0.227272727,0.112676056,0.007042254,0.001538462,.,.,.,.,.,.,.,.
Campanula,Campanulaceae,Asterales,0.005569479,0.005263158,0.707100592,0,0,.,1,0.80952381,1,0,0.7125,1.955,28.60243016
Camphorosma,Amaranthaceae,Caryophyllales,0,0,0.5,0.5,0.041463415,.,.,.,0,.,.,.,.
Canavalia,Fabaceae,Fabales,3.571428571,0.125,1,0,0.096494845,1,.,.,1,4,.,.,.
Capsella,Brassicaceae,Brassicales,4.761904762,0.142857143,0.357142857,0,0.00485306,.,1,1,1,.,0.046666667,0.448333333,35.99426902
Caragana,Fabaceae,Fabales,0,0,1,1,0.096494845,.,1,1,1,.,.,1.6,.
Caralluma,Apocynaceae,Gentianales,0,0,1,0,0.000658617,0,.,.,.,.,.,.,.
Cardamine,Brassicaceae,Brassicales,0.16722408,0.076086957,0.673469388,0,0.00485306,.,1,0.615384615,1,2,.,0.824210526,49.90911071
Cardaminopsis,Brassicaceae,Brassicales,0,0,0.9,0,0.00485306,.,.,.,.,.,.,.,.
Cardaria,Brassicaceae,Brassicales,3.571428571,0.125,1,0,0.00485306,.,.,.,.,.,.,.,.
Cardiospermum,Sapindaceae,Sapindales,0,0,0.75,0,0.001265823,.,.,.,1,.,.,.,.
Carduncellus,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,.,.,.,.,.
Carduus,Asteraceae,Asterales,0.480769231,0.153846154,0.330769231,0,0.00210989,0,1,0.8,1,.,0.806,4.28,.
Carex,Cyperaceae,Poales,0.024607728,0.104582844,1,0,0.00045977,.,1,0.5,0.008474576,2.416666667,0.17,0.419318182,46.22570709
Carlina,Asteraceae,Asterales,0,0,0.653846154,0,0.00210989,.,1,0.75,1,.,.,4.326,16.91235139
Carpesium,Asteraceae,Asterales,0,0,0.5,0,0.00210989,.,1,1,1,.,.,.,.
Carpha,Cyperaceae,Poales,0,0,1,0,0.00045977,.,.,.,.,.,.,.,.
Carpinus,Betulaceae,Fagales,0,0,1,1,0.054545455,.,1,1,0,4,.,1.03,.
Carpobrotus,Aizoaceae,Caryophyllales,2.564102564,0.153846154,1,0.384615385,0.000990099,0,.,.,1,.,.,.,.
Carthamus,Asteraceae,Asterales,1.666666667,0.125,0.058823529,0,0.00210989,.,1,1,1,.,.,1.762941176,44.68554251
Carum,Apiaceae,Apiales,0,0,0.785714286,0,0.003968254,.,1,1,1,4,.,4.78,.
Carya,Juglandaceae,Fagales,3.80952381,0.266666667,1,1,0,.,.,.,.,.,.,0.83,.
Cassia,Fabaceae,Fabales,0,0,0.5,0,0.096494845,1,.,.,1,2.5,.,0.976666667,2.364574481
Cassinia,Asteraceae,Asterales,20,0.5,1,1,0.00210989,.,.,.,.,.,.,.,.
Cassiope,Ericaceae,Ericales,0,0,1,1,0,.,.,1,1,.,.,.,.
Cassytha,Lauraceae,Laurales,0,0,1,0,4.00E-04,0,.,.,1,.,.,.,.
Castanea,Fagaceae,Fagales,0,0,1,1,0.001492537,.,1,1,0.5,.,.,0.875,0
Castilleja,Orobanchaceae,Lamiales,0.385964912,0.144736842,0.818181818,0.037974684,0,.,.,.,1,1,.,.,.
Casuarina,Casuarinaceae,Fagales,0,0,1,1,0.094736842,.,.,.,0,.,.,0.45,31.42696805
Catalpa,Bignoniaceae,Lamiales,0,0,1,1,0.01,.,.,.,.,2,.,.,.
Catananche,Asteraceae,Asterales,0,0,0.5,0,0.00210989,.,.,.,1,.,.,.,.
Catapodium,Poaceae,Poales,16.66666667,0.25,0,0,0.074314214,.,1,1,0,.,.,3.4,.
Caulanthus,Brassicaceae,Brassicales,0,0,0.368421053,0,0.00485306,.,.,.,.,.,.,0.59,30.82463302
Caulophyllum,Berberidaceae,Ranunculales,0,0,1,0,0,.,.,.,.,.,.,.,.
Caustis,Cyperaceae,Poales,0,0,1,0,0.00045977,.,.,.,.,.,.,.,.
Ceanothus,Rhamnaceae,Rosales,0.653120464,0.169811321,1,1,0.004444444,.,.,.,.,.,.,.,.
Cedrus,Pinaceae,Pinophyta,0,0,1,1,0.004761905,.,.,.,0,0.5,0.91,16.14375,1.239284262
Celastrus,Celastraceae,Celastrales,0,0,1,1,0,.,.,.,.,.,.,.,.
Celmisia,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,.,.,.,.,.
Celtis,Cannabaceae,Rosales,0,0,1,1,0.017647059,.,.,.,0,1.583333333,.,1.29,0
Cenchrus,Poaceae,Poales,0,0,0.266666667,0,0.074314214,.,.,.,0,4,.,3.146666667,69.19092241
Centaurea,Asteraceae,Asterales,0.062784492,0.086642599,0.715135738,0.021276596,0.00210989,0,1,0.958333333,1,3.5,0.978,1.543934426,24.72579688
Centaurium,Gentianaceae,Gentianales,0.929152149,0.19047619,0.047619048,0,0,.,1,1,1,4,.,1.23,.
Centipeda,Asteraceae,Asterales,0,0,0.375,0,0.00210989,.,.,.,1,.,.,.,.
Centrolepis,Centrolepidaceae,Poales,0,0,0.166666667,0,0,.,.,.,.,.,.,.,.
Cephalanthera,Orchidaceae,Asparagales,3.571428571,0.125,1,0,0,.,1,0.5,1,.,.,16.42,2.27495241
Cephalaria,Caprifoliaceae,Dipsacales,0,0,0.785714286,0.071428571,0,.,.,.,1,.,.,5.06,19.78891561
Cerastium,Caryophyllaceae,Caryophyllales,0.153508772,0.072916667,0.5625,0,0.001818182,.,1,0.733333333,1,3,.,2.077777778,47.88014012
Ceratocephalus,Ranunculaceae,Ranunculales,0,0,0,0,0,.,.,.,.,.,.,.,.
Ceratochloa,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,.,.
Ceratophyllum,Ceratophyllaceae,Ceratophyllales,0,0,1,0,0,.,1,0.25,0,.,.,0.69,.
Cercidium,Fabaceae,Fabales,0,0,1,1,0.096494845,.,.,.,.,.,.,.,.
Cercocarpus,Rosaceae,Rosales,10.71428571,0.375,1,1,0.001060071,.,.,.,.,4,.,.,.
Cerinthe,Boraginaceae,Boraginales,0,0,0.205128205,0,0.001824818,.,1,0.75,1,.,.,0.95,.
Cestrum,Solanaceae,Solanales,0,0,1,1,0.089837398,.,.,.,1,3.333333333,.,.,.
Chaenactis,Asteraceae,Asterales,0.865800866,0.090909091,0.386363636,0,0.00210989,.,.,.,.,.,.,.,.
Chaenomeles,Rosaceae,Rosales,0,0,1,1,0.001060071,.,1,1,1,.,.,0.6,.
Chaenorhinum,Plantaginaceae,Lamiales,0,0,0.458333333,0,0.005925926,.,1,1,1,.,.,.,.
Chaerophyllum,Apiaceae,Apiales,0,0,0.59375,0,0.003968254,.,1,0.7,1,.,.,.,.
Chamaebatia,Rosaceae,Rosales,0,0,1,1,0.001060071,.,.,.,.,.,.,.,.
Chamaecrista,Fabaceae,Fabales,0,0,.,0,0.096494845,0.666666667,.,.,1,2,0.665,.,.
Chamaecyparis,Cupressaceae,Pinophyta,5,0.1,1,1,0.007142857,.,.,.,.,1.1,0.977,10.63923077,11.62669103
Chamaecytisus,Fabaceae,Fabales,1.176470588,0.2,1,1,0.096494845,.,.,.,.,.,.,.,.
Chamaemelum,Asteraceae,Asterales,0,0,0.4,0,0.00210989,.,1,1,1,.,.,5.24,2.42899276
Chamaesaracha,Solanaceae,Solanales,0,0,1,0,0.089837398,.,.,.,.,.,.,.,.
Chamaespartium,Fabaceae,Fabales,0,0,1,1,0.096494845,.,.,.,.,.,.,.,.
Chamaesyce,Euphorbiaceae,Malpighiales,0.144230769,0.046153846,0.464285714,0.169230769,0.01239531,.,.,.,.,2.958333333,.,.,.
Chamerion,Onagraceae,Myrtales,0,0,1,0,0.001538462,.,.,.,.,.,0.799333333,.,.
Chamomilla,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,.,.,.,.,.
Charpentiera,Amaranthaceae,Caryophyllales,10,0.2,1,1,0.041463415,.,.,.,.,4,.,.,.
Cheilanthes,Pteridaceae,Monilophyta,0.860215054,0.129032258,1,0,0,.,.,.,.,.,.,.,.
Cheiranthera,Pittosporaceae,Apiales,0,0,1,0,0.005,.,.,.,.,.,.,.,.
Cheirodendron,Araliaceae,Apiales,33.33333333,0.5,1,1,0,.,.,.,.,1.666666667,.,.,.
Cheirolophus,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,1,4,.,0.705,3.008965026
Chelone,Plantaginaceae,Lamiales,0,0,1,0,0.005925926,.,.,.,.,.,.,.,.
Chenopodium,Amaranthaceae,Caryophyllales,0.021905805,0.018072289,0.082542001,0.02189781,0.041463415,0,1,1,0.431818182,.,.,1.309230769,36.24816596
Chiloglottis,Orchidaceae,Asparagales,20,0.4,1,0,0,.,.,.,.,.,.,.,.
Chimaphila,Ericaceae,Ericales,0,0,1,0.75,0,.,1,0.5,1,.,.,.,.
Chionodoxa,Asparagaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,.,.
Chionogentias,Gentianaceae,Gentianales,10,0.2,0.4,0,0,.,.,.,.,.,.,.,.
Chloris,Poaceae,Poales,0.432900433,0.045454545,0.659090909,0,0.074314214,.,.,.,0,.,.,0.35,.
Chlorogalum,Asparagaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,.,.
Choenomeles,Rosaceae,Rosales,0,0,1,1,0.001060071,.,.,.,.,.,.,.,.
Chondrilla,Asteraceae,Asterales,0,0,0.625,0,0.00210989,.,0,1,1,.,.,.,.
Choretrum,Santalaceae,Santalales,0,0,1,1,0.002139037,.,.,.,.,.,.,.,.
Chorizandra,Cyperaceae,Poales,0,0,1,0,0.00045977,.,.,.,.,.,.,.,.
Chorizanthe,Polygonaceae,Caryophyllales,0,0,0,0,0.002727273,.,.,.,.,.,.,.,.
Christella,Thelypteridaceae,Monilophyta,20,0.4,1,0,0,.,.,.,.,3,.,.,.
Chrozophora,Euphorbiaceae,Malpighiales,0,0,0,0,0.01239531,0,.,.,.,.,.,.,.
Chrysanthemum,Asteraceae,Asterales,0,0,0.3,0,0.00210989,.,.,.,.,.,.,10.451,35.2082587
Chrysocephalum,Asteraceae,Asterales,0,0,0.8,0,0.00210989,.,.,.,1,.,.,.,.
Chrysocoma,Asteraceae,Asterales,0,0,1,1,0.00210989,.,.,.,.,.,.,.,.
Chrysolepis,Fagaceae,Fagales,0,0,1,1,0.001492537,.,.,.,.,.,.,.,.
Chrysopsis,Asteraceae,Asterales,0,0,0.875,0,0.00210989,.,.,.,.,.,.,.,.
Chrysosplenium,Saxifragaceae,Saxifragales,0,0,1,0,0,.,1,0.5,1,.,.,.,.
Chrysothamnus,Asteraceae,Asterales,0.925925926,0.125,1,0.964285714,0.00210989,.,.,.,.,.,.,.,.
Cicendia,Gentianaceae,Gentianales,0,0,0,0,0,.,1,1,1,.,.,.,.
Cicer,Fabaceae,Fabales,0,0,0.75,0,0.096494845,.,.,.,.,.,.,1.411333333,14.68291407
Cicerbita,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,.,.,.,.,.
Cichorium,Asteraceae,Asterales,0,0,0.714285714,0,0.00210989,.,1,1,1,.,.,.,.
Cicuta,Apiaceae,Apiales,0,0,0.833333333,0,0.003968254,.,1,0.5,1,.,.,.,.
Cinna,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,.,.
Cinnamomum,Lauraceae,Laurales,0,0,1,1,4.00E-04,.,.,.,1,2.477272727,.,0.6,.
Circaea,Onagraceae,Myrtales,20,0.5,1,0,0.001538462,.,1,0.333333333,1,.,.,.,.
Cirsium,Asteraceae,Asterales,0.245630609,0.178082192,0.57615894,0,0.00210989,.,1,0.666666667,1,.,.,1.463684211,31.65784155
Cistanche,Orobanchaceae,Lamiales,0,0,1,0,0,1,.,.,.,.,.,9.435,0
Cistus,Cistaceae,Malvales,15.78947368,1.421052632,1,1,0.011428571,.,.,.,1,.,.,2.327058824,17.25777595
Citrullus,Cucurbitaceae,Cucurbitales,4.761904762,0.142857143,0.285714286,0,0.024852071,0,.,.,.,.,.,0.45,.
Citrus,Rutaceae,Sapindales,0,0,1,1,0.001652893,.,.,.,1,4,.,0.454137931,14.961553
Cladanthus,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,.,.,.,3.8,.
Cladium,Cyperaceae,Poales,0,0,1,0,0.00045977,.,1,0,0,.,.,.,.
Clarkia,Onagraceae,Myrtales,0.769230769,0.15,0,0,0.001538462,.,.,.,.,.,0.655666667,1.849166667,40.32936589
Claytonia,Montiaceae,Caryophyllales,1.13960114,0.148148148,0.553571429,0,0,.,1,1,1,.,.,2.815,31.9014427
Cleistogenes,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,.,.
Clematis,Ranunculaceae,Ranunculales,0,0,1,0.814814815,0,0,1,0.666666667,0.8,.,.,10.66818182,22.49928382
Cleome,Cleomaceae,Brassicales,0,0,0,0,0.006666667,0.875,.,.,1,0,.,0.31,.
Cleomella,Cleomaceae,Brassicales,0,0,0,0,0.006666667,.,.,.,.,.,.,.,.
Clermontia,Campanulaceae,Asterales,2.164502165,0.227272727,1,1,0,.,.,.,.,2.923076923,.,.,.
Clinopodium,Lamiaceae,Lamiales,0,0,0.8,0,0.004320557,1,1,0.6,1,0.25,.,0.44,.
Clintonia,Liliaceae,Liliales,0,0,1,0,0,.,.,.,.,.,.,18.85,.
Clypeola,Brassicaceae,Brassicales,0,0,0,0,0.00485306,.,.,.,1,.,.,.,.
Cnidium,Apiaceae,Apiales,0,0,0.75,0,0.003968254,.,1,1,1,.,.,.,.
Cochlearia,Brassicaceae,Brassicales,1.960784314,0.166666667,0.388888889,0,0.00485306,.,1,0.8,1,.,.,0.642222222,34.37332475
Coincya,Brassicaceae,Brassicales,0,0,0.25,0,0.00485306,.,1,1,1,.,.,.,.
Colchicum,Colchicaceae,Liliales,0.790513834,0.086956522,1,0,0,.,1,0.5,1,.,.,4.713636364,53.69759852
Coleostephus,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,1,.,.,.,.
Collinsia,Plantaginaceae,Lamiales,1.754385965,0.157894737,0,0,0.005925926,.,.,.,.,.,0.592666667,3.2,31.96066919
Collomia,Polemoniaceae,Ericales,0,0,0.214285714,0,0,.,1,1,1,.,.,2.08,.
Colobanthus,Caryophyllaceae,Caryophyllales,0,0,1,0,0.001818182,.,.,.,.,.,.,0.7,.
Colubrina,Rhamnaceae,Rosales,0,0,1,1,0.004444444,.,.,.,1,3,.,0.93,.
Colutea,Fabaceae,Fabales,0,0,1,1,0.096494845,.,1,1,1,.,.,0.65,.
Comesperma,Polygalaceae,Fabales,0,0,1,0.428571429,0.001913876,.,.,.,.,.,.,.,.
Commelina,Commelinaceae,Commelinales,0,0,0.4375,0,0,1,.,.,1,.,.,7.00125,33.06139589
Commersonia,Malvaceae,Malvales,0,0,1,1,0.006153846,.,.,.,.,.,.,.,.
Conopodium,Apiaceae,Apiales,0,0,.,0,0.003968254,.,1,1,1,.,.,.,.
Conospermum,Proteaceae,Proteales,0,0,1,1,0.000625,.,.,.,.,.,.,.,.
Conringia,Brassicaceae,Brassicales,0,0,0,0,0.00485306,.,1,1,1,.,.,0.23,.
Consolida,Ranunculaceae,Ranunculales,0,0,0,0,0,.,1,1,1,4,.,5.665,50.70520024
Convolvulus,Convolvulaceae,Solanales,0,0,0.859375,0.058823529,0.044375,0,1,0.5,1,1,.,1.202,26.91575983
Conyza,Asteraceae,Asterales,1.086956522,0.125,0.045454545,0,0.00210989,0,.,.,1,.,.,.,.
Coprosma,Rubiaceae,Gentianales,3.03030303,0.318181818,1,0.818181818,6.00E-04,.,.,.,.,1,.,1.33,5.31659234
Corallorhiza,Orchidaceae,Asparagales,0,0,1,0,0,.,.,.,1,.,.,.,.
Cordylanthus,Orobanchaceae,Lamiales,0,0,0,0,0,.,.,.,.,.,.,.,.
Coreopsis,Asteraceae,Asterales,0,0,0.552631579,0.035714286,0.00210989,.,.,.,.,.,.,2.025,33.17291072
Coris,Primulaceae,Ericales,0,0,0.5,0,0,.,.,.,1,.,.,.,.
Corispermum,Amaranthaceae,Caryophyllales,0,0,0,0,0.041463415,.,1,1,1,.,.,.,.
Cornus,Cornaceae,Cornales,1.322751323,0.178571429,0.964285714,0.75,0,.,1,0.6,1,2,.,1.83,74.29835431
Coronilla,Fabaceae,Fabales,0,0,0.583333333,0.333333333,0.096494845,.,1,1,1,.,.,.,.
Coronopus,Brassicaceae,Brassicales,0,0,0.136363636,0,0.00485306,.,.,.,.,.,.,.,.
Correa,Rutaceae,Sapindales,33.33333333,0.833333333,1,1,0.001652893,.,.,.,.,.,.,1.33,.
Corrigiola,Molluginaceae,Caryophyllales,0,0,0.5,0,0.022988506,.,1,1,1,.,.,0.49,.
Cortaderia,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,0,.,.,3.885,14.09621067
Corybas,Orchidaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,.,.
Corydalis,Papaveraceae,Ranunculales,0,0,0.573029198,0,0,.,1,1,1,.,.,0.7175,22.68468409
Corylus,Betulaceae,Fagales,2.222222222,0.1,1,1,0.054545455,.,1,1,0,1.5,.,0.45,0
Corynephorus,Poaceae,Poales,0,0,0.25,0,0.074314214,.,1,1,0,.,.,1.13,.
Coryphantha,Cactaceae,Caryophyllales,0,0,1,0.666666667,0,.,.,.,.,2.8,.,.,.
Cosmos,Asteraceae,Asterales,0,0,0,0,0.00210989,0,1,1,1,.,.,3.963333333,76.01711185
Cotoneaster,Rosaceae,Rosales,0.150557061,0.06097561,1,1,0.001060071,.,0.5,0.6875,1,0.333333333,.,1.211666667,21.71311737
Cotula,Asteraceae,Asterales,0,0,0.423076923,0,0.00210989,.,1,1,1,2,.,2.03,.
Crambe,Brassicaceae,Brassicales,0,0,0.9,0,0.00485306,.,1,1,1,.,.,1.825,84.38338374
Craspedia,Asteraceae,Asterales,4.545454545,0.25,0.5,0,0.00210989,.,.,.,.,.,.,.,.
Crassula,Crassulaceae,Saxifragales,0,0,0.296296296,0.111111111,0,0,1,0.333333333,0.666666667,0,.,.,.
Crataegus,Rosaceae,Rosales,0.737704918,0.221311475,1,1,0.001060071,.,1,1,1,2,.,1.198,24.88391901
Crepidomanes,Hymenophyllaceae,Monilophyta,0,0,1,0,0,.,.,.,.,.,.,.,.
Crepis,Asteraceae,Asterales,0.101405186,0.059322034,0.612279226,0,0.00210989,0,1,0.861111111,0.977272727,.,0.911,4.19043956,53.11960139
Critesion,Poaceae,Poales,0,0,0.25,0,0.074314214,.,.,.,.,.,.,.,.
Crocosmia,Iridaceae,Asparagales,0,0,1,0,0,.,.,.,1,.,.,1.04,11.16689389
Crocus,Iridaceae,Asparagales,0.269360269,0.072727273,1,0,0,.,1,0.75,1,.,.,5.660909091,52.33293524
Crossosoma,Crossosomataceae,Crossosomatales,0,0,1,1,0,.,.,.,.,.,.,.,.
Crotalaria,Fabaceae,Fabales,0,0,0.545454545,0.181818182,0.096494845,1,.,.,1,1.583333333,.,1.16,16.26738833
Croton,Euphorbiaceae,Malpighiales,0,0,0.333333333,0.133333333,0.01239531,0,.,.,1,2.066666667,.,.,.
Crucianella,Rubiaceae,Gentianales,0,0,0.125,0.125,6.00E-04,.,.,.,1,.,.,.,.
Cruciata,Rubiaceae,Gentianales,0,0,0.8,0,6.00E-04,.,1,0.666666667,1,.,.,0.71,0
Crupina,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,1,.,.,.,.
Crypsis,Poaceae,Poales,0,0,0,0,0.074314214,.,.,.,.,.,.,.,.
Cryptandra,Rhamnaceae,Rosales,0,0,1,0.75,0.004444444,.,.,.,.,.,.,.,.
Cryptantha,Boraginaceae,Boraginales,0.012498438,0.007874016,0.383064516,0.003937008,0.001824818,.,.,.,.,.,.,.,.
Cryptogramma,Pteridaceae,Monilophyta,0,0,1,0,0,.,1,1,.,.,.,.,.
Cryptostylis,Orchidaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,.,.
Ctenitis,Dryopteridaceae,Monilophyta,0,0,1,0,0,.,.,.,.,4,.,.,.
Ctenopsis,Poaceae,Poales,0,0,0,0,0.074314214,.,.,.,.,.,.,.,.
Cucumis,Cucurbitaceae,Cucurbitales,0,0,0,0,0.024852071,0,.,.,.,.,.,0.965333333,25.33907028
Cucurbita,Cucurbitaceae,Cucurbitales,0,0,0.333333333,0,0.024852071,.,.,.,.,2,0.498,0.524782609,37.23273074
Cullen,Fabaceae,Fabales,0,0,0.9375,0.125,0.096494845,.,.,.,.,.,.,.,.
Cuphea,Lythraceae,Myrtales,0,0,0.5,0.2,0,0,.,.,1,.,0.684,.,.
Cupressus,Cupressaceae,Pinophyta,0,0,1,1,0.007142857,.,.,.,0.5,1.3125,.,11.75333333,6.752938703
Cuscuta,Convolvulaceae,Solanales,0,0,0.256756757,0,0.044375,0,1,1,1,3,.,6.981666667,128.0326503
Cusickiella,Brassicaceae,Brassicales,0,0,1,0,0.00485306,.,.,.,.,.,.,.,.
Cutandia,Poaceae,Poales,0,0,0,0,0.074314214,.,.,.,.,.,.,.,.
Cyanea,Campanulaceae,Asterales,0.226244344,0.057692308,1,1,0,.,.,.,.,3.941176471,.,.,.
Cyathea,Cyatheaceae,Monilophyta,33.33333333,0.333333333,1,1,0,.,.,.,.,2.071428571,.,7.35,.
Cyclamen,Primulaceae,Ericales,0,0,1,0,0,.,1,1,1,.,.,4.982727273,75.66306623
Cylindropuntia,Cactaceae,Caryophyllales,30,0.6,1,1,0,.,.,.,.,.,.,.,.
Cymbalaria,Plantaginaceae,Lamiales,0,0,1,0,0.005925926,.,1,0.5,1,.,.,0.49,.
Cymbonotus,Asteraceae,Asterales,0,0,.,0,0.00210989,.,.,.,.,.,.,.,.
Cymbopogon,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,0,.,.,.,.
Cymopterus,Apiaceae,Apiales,0,0,1,0,0.003968254,.,.,.,.,.,.,.,.
Cynanchum,Apocynaceae,Gentianales,0,0,1,1,0.000658617,0,.,.,1,2.6,.,.,.
Cynara,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,.,.,.,1.1,.
Cynodon,Poaceae,Poales,0,0,1,0,0.074314214,.,1,0,0,.,.,0.91,31.49458985
Cynoglossum,Boraginaceae,Boraginales,0.333333333,0.04,0.35,0,0.001824818,0,1,1,1,.,0.678,.,.
Cynosurus,Poaceae,Poales,0,0,0.416666667,0,0.074314214,.,1,0.75,0,.,0.96,2.925,0
Cyperus,Cyperaceae,Poales,0,0,0.619499569,0,0.00045977,0.5,1,0.7,0,3.333333333,0.019,0.736,52.66238446
Cyphanthera,Solanaceae,Solanales,33.33333333,0.333333333,1,1,0.089837398,.,.,.,.,.,.,.,.
